"date","ristorante","lordototale","weekday","LOCALITA.x","LOCALITA.y","FENOMENI","year","month","day","place","population","totale_casi"
"2020-02-27","R005",22346.1084,"Thursday","Pavia","Pavia","N",2020,2,27,"Voghera",39006,36
"2020-02-28","R000",19547.5791,"Friday","Pavia","Pavia","N",2020,2,28,"Montebello",1525,49
"2020-02-28","R001",36607.4527,"Friday","Piacenza","Piacenza","N",2020,2,28,"Piacenza",283433,89
"2020-02-28","R002",29252.4183,"Friday","Piacenza","Piacenza","N",2020,2,28,"Piacenza",283433,89
"2020-02-28","R003",12643.3755,"Friday","Piacenza","Piacenza","N",2020,2,28,"Piacenza",283433,89
"2020-02-28","R004",31420.6683,"Friday","Pavia","Pavia","N",2020,2,28,"Stradella",11689,49
"2020-02-28","R005",26003.9255,"Friday","Pavia","Pavia","N",2020,2,28,"Voghera",39006,49
"2020-02-29","R000",24952.4275,"Saturday","Pavia","Pavia","pioggia ",2020,2,29,"Montebello",1525,55
"2020-02-29","R001",45003.9905,"Saturday","Piacenza","Piacenza","pioggia ",2020,2,29,"Piacenza",283433,138
"2020-02-29","R002",35310.7566,"Saturday","Piacenza","Piacenza","pioggia ",2020,2,29,"Piacenza",283433,138
"2020-02-29","R003",13401.8913,"Saturday","Piacenza","Piacenza","pioggia ",2020,2,29,"Piacenza",283433,138
"2020-02-29","R004",40749.2232,"Saturday","Pavia","Pavia","pioggia ",2020,2,29,"Stradella",11689,55
"2020-02-29","R005",34381.6305,"Saturday","Pavia","Pavia","pioggia ",2020,2,29,"Voghera",39006,55
"2020-03-01","R000",21281.1879,"Sunday","Pavia","Pavia","pioggia ",2020,3,1,"Montebello",1525,78
"2020-03-01","R001",38065.5905,"Sunday","Piacenza","Piacenza","pioggia ",2020,3,1,"Piacenza",283433,174
"2020-03-01","R002",29801.6257,"Sunday","Piacenza","Piacenza","pioggia ",2020,3,1,"Piacenza",283433,174
"2020-03-01","R003",11813.5346,"Sunday","Piacenza","Piacenza","pioggia ",2020,3,1,"Piacenza",283433,174
"2020-03-01","R004",31443.5898,"Sunday","Pavia","Pavia","pioggia ",2020,3,1,"Stradella",11689,78
"2020-03-01","R005",29136.2001,"Sunday","Pavia","Pavia","pioggia ",2020,3,1,"Voghera",39006,78
"2020-03-02","R000",14275.3037,"Monday","Pavia","Pavia","pioggia nebbia ",2020,3,2,"Montebello",1525,83
"2020-03-02","R001",25817.0843,"Monday","Piacenza","Piacenza","pioggia ",2020,3,2,"Piacenza",283433,212
"2020-03-02","R002",18062.142,"Monday","Piacenza","Piacenza","pioggia ",2020,3,2,"Piacenza",283433,212
"2020-03-02","R003",10387.7347,"Monday","Piacenza","Piacenza","pioggia ",2020,3,2,"Piacenza",283433,212
"2020-03-02","R004",21926.7069,"Monday","Pavia","Pavia","pioggia nebbia ",2020,3,2,"Stradella",11689,83
"2020-03-02","R005",17586.8203,"Monday","Pavia","Pavia","pioggia nebbia ",2020,3,2,"Voghera",39006,83
"2020-03-03","R000",15222.9322,"Tuesday","Pavia","Pavia","pioggia ",2020,3,3,"Montebello",1525,122
"2020-03-03","R001",28589.3055,"Tuesday","Piacenza","Piacenza","N",2020,3,3,"Piacenza",283433,256
"2020-03-03","R002",21231.9996,"Tuesday","Piacenza","Piacenza","N",2020,3,3,"Piacenza",283433,256
"2020-03-03","R003",10245.9105,"Tuesday","Piacenza","Piacenza","N",2020,3,3,"Piacenza",283433,256
"2020-03-03","R004",24218.7743,"Tuesday","Pavia","Pavia","pioggia ",2020,3,3,"Stradella",11689,122
"2020-03-03","R005",23868.1786,"Tuesday","Pavia","Pavia","pioggia ",2020,3,3,"Voghera",39006,122
"2020-03-04","R000",15026.7572,"Wednesday","Pavia","Pavia","nebbia ",2020,3,4,"Montebello",1525,126
"2020-03-04","R001",28262.829,"Wednesday","Piacenza","Piacenza","N",2020,3,4,"Piacenza",283433,319
"2020-03-04","R002",18367.762,"Wednesday","Piacenza","Piacenza","N",2020,3,4,"Piacenza",283433,319
"2020-03-04","R003",10038.378,"Wednesday","Piacenza","Piacenza","N",2020,3,4,"Piacenza",283433,319
"2020-03-04","R004",23023.8827,"Wednesday","Pavia","Pavia","nebbia ",2020,3,4,"Stradella",11689,126
"2020-03-04","R005",21817.6749,"Wednesday","Pavia","Pavia","nebbia ",2020,3,4,"Voghera",39006,126
"2020-03-05","R000",15936.2658,"Thursday","Pavia","Pavia","pioggia ",2020,3,5,"Montebello",1525,151
"2020-03-05","R001",27816.376,"Thursday","Piacenza","Piacenza","pioggia ",2020,3,5,"Piacenza",283433,378
"2020-03-05","R002",20141.0601,"Thursday","Piacenza","Piacenza","pioggia ",2020,3,5,"Piacenza",283433,378
"2020-03-05","R003",8923.9801,"Thursday","Piacenza","Piacenza","pioggia ",2020,3,5,"Piacenza",283433,378
"2020-03-05","R004",27502.909,"Thursday","Pavia","Pavia","pioggia ",2020,3,5,"Stradella",11689,151
"2020-03-05","R005",23848.3959,"Thursday","Pavia","Pavia","pioggia ",2020,3,5,"Voghera",39006,151
"2020-03-06","R000",16584.8823,"Friday","Pavia","Pavia","pioggia ",2020,3,6,"Montebello",1525,180
"2020-03-06","R001",38489.6176,"Friday","Piacenza","Piacenza","N",2020,3,6,"Piacenza",283433,426
"2020-03-06","R002",29241.8868,"Friday","Piacenza","Piacenza","N",2020,3,6,"Piacenza",283433,426
"2020-03-06","R003",10414.621,"Friday","Piacenza","Piacenza","N",2020,3,6,"Piacenza",283433,426
"2020-03-06","R004",30125.0047,"Friday","Pavia","Pavia","pioggia ",2020,3,6,"Stradella",11689,180
"2020-03-06","R005",31336.0859,"Friday","Pavia","Pavia","pioggia ",2020,3,6,"Voghera",39006,180
"2020-03-07","R000",22880.4065,"Saturday","Pavia","Pavia","nebbia ",2020,3,7,"Montebello",1525,221
"2020-03-07","R001",41996.8962,"Saturday","Piacenza","Piacenza","N",2020,3,7,"Piacenza",283433,479
"2020-03-07","R002",31875.9595,"Saturday","Piacenza","Piacenza","N",2020,3,7,"Piacenza",283433,479
"2020-03-07","R003",11632.1863,"Saturday","Piacenza","Piacenza","N",2020,3,7,"Piacenza",283433,479
"2020-03-07","R004",33775.0574,"Saturday","Pavia","Pavia","nebbia ",2020,3,7,"Stradella",11689,221
"2020-03-07","R005",29942.7065,"Saturday","Pavia","Pavia","nebbia ",2020,3,7,"Voghera",39006,221
"2020-03-08","R000",8069.4831,"Sunday","Pavia","Pavia","N",2020,3,8,"Montebello",1525,243
"2020-03-08","R001",9433.3743,"Sunday","Piacenza","Piacenza","N",2020,3,8,"Piacenza",283433,528
"2020-03-08","R002",9469.0575,"Sunday","Piacenza","Piacenza","N",2020,3,8,"Piacenza",283433,528
"2020-03-08","R003",6118.595,"Sunday","Piacenza","Piacenza","N",2020,3,8,"Piacenza",283433,528
"2020-03-08","R004",12248.8366,"Sunday","Pavia","Pavia","N",2020,3,8,"Stradella",11689,243
"2020-03-08","R005",10103.7972,"Sunday","Pavia","Pavia","N",2020,3,8,"Voghera",39006,243
"2020-03-09","R000",6215.5261,"Monday","Pavia","Pavia","pioggia ",2020,3,9,"Montebello",1525,296
"2020-03-09","R001",9082.1178,"Monday","Piacenza","Piacenza","pioggia ",2020,3,9,"Piacenza",283433,602
"2020-03-09","R002",7113.099,"Monday","Piacenza","Piacenza","pioggia ",2020,3,9,"Piacenza",283433,602
"2020-03-09","R003",4238.9907,"Monday","Piacenza","Piacenza","pioggia ",2020,3,9,"Piacenza",283433,602
"2020-03-09","R004",7806.0717,"Monday","Pavia","Pavia","pioggia ",2020,3,9,"Stradella",11689,296
"2020-03-09","R005",7233.1168,"Monday","Pavia","Pavia","pioggia ",2020,3,9,"Voghera",39006,296
"2020-03-10","R000",5036.7828,"Tuesday","Pavia","Pavia","N",2020,3,10,"Montebello",1525,324
"2020-03-10","R001",6714.3062,"Tuesday","Piacenza","Piacenza","N",2020,3,10,"Piacenza",283433,633
"2020-03-10","R002",6542.7873,"Tuesday","Piacenza","Piacenza","N",2020,3,10,"Piacenza",283433,633
"2020-03-10","R003",5560.3842,"Tuesday","Piacenza","Piacenza","N",2020,3,10,"Piacenza",283433,633
"2020-03-10","R004",7284.907,"Tuesday","Pavia","Pavia","N",2020,3,10,"Stradella",11689,324
"2020-03-10","R005",7142.5046,"Tuesday","Pavia","Pavia","N",2020,3,10,"Voghera",39006,324
"2020-03-11","R000",4600.4896,"Wednesday","Pavia","Pavia","N",2020,3,11,"Montebello",1525,403
"2020-03-11","R001",6121.1556,"Wednesday","Piacenza","Piacenza","N",2020,3,11,"Piacenza",283433,664
"2020-03-11","R002",5573.5176,"Wednesday","Piacenza","Piacenza","N",2020,3,11,"Piacenza",283433,664
"2020-03-11","R003",5505.0009,"Wednesday","Piacenza","Piacenza","N",2020,3,11,"Piacenza",283433,664
"2020-03-11","R004",8248.1056,"Wednesday","Pavia","Pavia","N",2020,3,11,"Stradella",11689,403
"2020-03-11","R005",5899.7463,"Wednesday","Pavia","Pavia","N",2020,3,11,"Voghera",39006,403
"2020-03-12","R000",0,"Thursday","Pavia","Pavia","N",2020,3,12,"Montebello",1525,468
"2020-03-12","R001",0,"Thursday","Piacenza","Piacenza","N",2020,3,12,"Piacenza",283433,679
"2020-03-12","R002",0,"Thursday","Piacenza","Piacenza","N",2020,3,12,"Piacenza",283433,679
"2020-03-12","R003",0,"Thursday","Piacenza","Piacenza","N",2020,3,12,"Piacenza",283433,679
"2020-03-12","R004",0,"Thursday","Pavia","Pavia","N",2020,3,12,"Stradella",11689,468
"2020-03-12","R005",0,"Thursday","Pavia","Pavia","N",2020,3,12,"Voghera",39006,468
"2020-03-13","R000",0,"Friday","Pavia","Pavia","N",2020,3,13,"Montebello",1525,482
"2020-03-13","R001",0,"Friday","Piacenza","Piacenza","N",2020,3,13,"Piacenza",283433,710
"2020-03-13","R002",0,"Friday","Piacenza","Piacenza","N",2020,3,13,"Piacenza",283433,710
"2020-03-13","R003",0,"Friday","Piacenza","Piacenza","N",2020,3,13,"Piacenza",283433,710
"2020-03-13","R004",0,"Friday","Pavia","Pavia","N",2020,3,13,"Stradella",11689,482
"2020-03-13","R005",0,"Friday","Pavia","Pavia","N",2020,3,13,"Voghera",39006,482
"2020-03-14","R000",0,"Saturday","Pavia","Pavia","pioggia ",2020,3,14,"Montebello",1525,622
"2020-03-14","R001",0,"Saturday","Piacenza","Piacenza","N",2020,3,14,"Piacenza",283433,853
"2020-03-14","R002",0,"Saturday","Piacenza","Piacenza","N",2020,3,14,"Piacenza",283433,853
"2020-03-14","R003",0,"Saturday","Piacenza","Piacenza","N",2020,3,14,"Piacenza",283433,853
"2020-03-14","R004",0,"Saturday","Pavia","Pavia","pioggia ",2020,3,14,"Stradella",11689,622
"2020-03-14","R005",0,"Saturday","Pavia","Pavia","pioggia ",2020,3,14,"Voghera",39006,622
"2020-03-15","R000",0,"Sunday","Pavia","Pavia","N",2020,3,15,"Montebello",1525,722
"2020-03-15","R001",0,"Sunday","Piacenza","Piacenza","N",2020,3,15,"Piacenza",283433,1012
"2020-03-15","R002",0,"Sunday","Piacenza","Piacenza","N",2020,3,15,"Piacenza",283433,1012
"2020-03-15","R003",0,"Sunday","Piacenza","Piacenza","N",2020,3,15,"Piacenza",283433,1012
"2020-03-15","R004",0,"Sunday","Pavia","Pavia","N",2020,3,15,"Stradella",11689,722
"2020-03-15","R005",0,"Sunday","Pavia","Pavia","N",2020,3,15,"Voghera",39006,722
"2020-03-16","R000",0,"Monday","Pavia","Pavia","N",2020,3,16,"Montebello",1525,801
"2020-03-16","R001",0,"Monday","Piacenza","Piacenza","N",2020,3,16,"Piacenza",283433,1073
"2020-03-16","R002",0,"Monday","Piacenza","Piacenza","N",2020,3,16,"Piacenza",283433,1073
"2020-03-16","R003",0,"Monday","Piacenza","Piacenza","N",2020,3,16,"Piacenza",283433,1073
"2020-03-16","R004",0,"Monday","Pavia","Pavia","N",2020,3,16,"Stradella",11689,801
"2020-03-16","R005",0,"Monday","Pavia","Pavia","N",2020,3,16,"Voghera",39006,801
"2020-03-17","R000",0,"Tuesday","Pavia","Pavia","N",2020,3,17,"Montebello",1525,884
"2020-03-17","R001",0,"Tuesday","Piacenza","Piacenza","N",2020,3,17,"Piacenza",283433,1204
"2020-03-17","R002",0,"Tuesday","Piacenza","Piacenza","N",2020,3,17,"Piacenza",283433,1204
"2020-03-17","R003",0,"Tuesday","Piacenza","Piacenza","N",2020,3,17,"Piacenza",283433,1204
"2020-03-17","R004",0,"Tuesday","Pavia","Pavia","N",2020,3,17,"Stradella",11689,884
"2020-03-17","R005",0,"Tuesday","Pavia","Pavia","N",2020,3,17,"Voghera",39006,884
"2020-03-18","R000",0,"Wednesday","Pavia","Pavia","N",2020,3,18,"Montebello",1525,978
"2020-03-18","R001",0,"Wednesday","Piacenza","Piacenza","N",2020,3,18,"Piacenza",283433,1340
"2020-03-18","R002",0,"Wednesday","Piacenza","Piacenza","N",2020,3,18,"Piacenza",283433,1340
"2020-03-18","R003",0,"Wednesday","Piacenza","Piacenza","N",2020,3,18,"Piacenza",283433,1340
"2020-03-18","R004",0,"Wednesday","Pavia","Pavia","N",2020,3,18,"Stradella",11689,978
"2020-03-18","R005",0,"Wednesday","Pavia","Pavia","N",2020,3,18,"Voghera",39006,978
"2020-03-19","R000",0,"Thursday","Pavia","Pavia","N",2020,3,19,"Montebello",1525,1011
"2020-03-19","R001",0,"Thursday","Piacenza","Piacenza","N",2020,3,19,"Piacenza",283433,1428
"2020-03-19","R002",0,"Thursday","Piacenza","Piacenza","N",2020,3,19,"Piacenza",283433,1428
"2020-03-19","R003",0,"Thursday","Piacenza","Piacenza","N",2020,3,19,"Piacenza",283433,1428
"2020-03-19","R004",0,"Thursday","Pavia","Pavia","N",2020,3,19,"Stradella",11689,1011
"2020-03-19","R005",0,"Thursday","Pavia","Pavia","N",2020,3,19,"Voghera",39006,1011
"2020-03-20","R000",0,"Friday","Pavia","Pavia","N",2020,3,20,"Montebello",1525,1105
"2020-03-20","R001",0,"Friday","Piacenza","Piacenza","N",2020,3,20,"Piacenza",283433,1575
"2020-03-20","R002",0,"Friday","Piacenza","Piacenza","N",2020,3,20,"Piacenza",283433,1575
"2020-03-20","R003",0,"Friday","Piacenza","Piacenza","N",2020,3,20,"Piacenza",283433,1575
"2020-03-20","R004",0,"Friday","Pavia","Pavia","N",2020,3,20,"Stradella",11689,1105
"2020-03-20","R005",0,"Friday","Pavia","Pavia","N",2020,3,20,"Voghera",39006,1105
"2020-03-21","R000",0,"Saturday","Pavia","Pavia","N",2020,3,21,"Montebello",1525,1194
"2020-03-21","R001",0,"Saturday","Piacenza","Piacenza","N",2020,3,21,"Piacenza",283433,1693
"2020-03-21","R002",0,"Saturday","Piacenza","Piacenza","N",2020,3,21,"Piacenza",283433,1693
"2020-03-21","R003",0,"Saturday","Piacenza","Piacenza","N",2020,3,21,"Piacenza",283433,1693
"2020-03-21","R004",0,"Saturday","Pavia","Pavia","N",2020,3,21,"Stradella",11689,1194
"2020-03-21","R005",0,"Saturday","Pavia","Pavia","N",2020,3,21,"Voghera",39006,1194
"2020-03-22","R000",0,"Sunday","Pavia","Pavia","pioggia ",2020,3,22,"Montebello",1525,1306
"2020-03-22","R001",0,"Sunday","Piacenza","Piacenza","N",2020,3,22,"Piacenza",283433,1765
"2020-03-22","R002",0,"Sunday","Piacenza","Piacenza","N",2020,3,22,"Piacenza",283433,1765
"2020-03-22","R003",0,"Sunday","Piacenza","Piacenza","N",2020,3,22,"Piacenza",283433,1765
"2020-03-22","R004",0,"Sunday","Pavia","Pavia","pioggia ",2020,3,22,"Stradella",11689,1306
"2020-03-22","R005",0,"Sunday","Pavia","Pavia","pioggia ",2020,3,22,"Voghera",39006,1306
"2020-03-23","R000",0,"Monday","Pavia","Pavia","N",2020,3,23,"Montebello",1525,1444
"2020-03-23","R001",0,"Monday","Piacenza","Piacenza","N",2020,3,23,"Piacenza",283433,1885
"2020-03-23","R002",0,"Monday","Piacenza","Piacenza","N",2020,3,23,"Piacenza",283433,1885
"2020-03-23","R003",0,"Monday","Piacenza","Piacenza","N",2020,3,23,"Piacenza",283433,1885
"2020-03-23","R004",0,"Monday","Pavia","Pavia","N",2020,3,23,"Stradella",11689,1444
"2020-03-23","R005",0,"Monday","Pavia","Pavia","N",2020,3,23,"Voghera",39006,1444
"2020-03-24","R000",0,"Tuesday","Pavia","Pavia","N",2020,3,24,"Montebello",1525,1499
"2020-03-24","R001",0,"Tuesday","Piacenza","Piacenza","N",2020,3,24,"Piacenza",283433,1981
"2020-03-24","R002",0,"Tuesday","Piacenza","Piacenza","N",2020,3,24,"Piacenza",283433,1981
"2020-03-24","R003",0,"Tuesday","Piacenza","Piacenza","N",2020,3,24,"Piacenza",283433,1981
"2020-03-24","R004",0,"Tuesday","Pavia","Pavia","N",2020,3,24,"Stradella",11689,1499
"2020-03-24","R005",0,"Tuesday","Pavia","Pavia","N",2020,3,24,"Voghera",39006,1499
"2020-03-25","R000",0,"Wednesday","Pavia","Pavia","pioggia ",2020,3,25,"Montebello",1525,1578
"2020-03-25","R001",0,"Wednesday","Piacenza","Piacenza","N",2020,3,25,"Piacenza",283433,2122
"2020-03-25","R002",0,"Wednesday","Piacenza","Piacenza","N",2020,3,25,"Piacenza",283433,2122
"2020-03-25","R003",0,"Wednesday","Piacenza","Piacenza","N",2020,3,25,"Piacenza",283433,2122
"2020-03-25","R004",0,"Wednesday","Pavia","Pavia","pioggia ",2020,3,25,"Stradella",11689,1578
"2020-03-25","R005",0,"Wednesday","Pavia","Pavia","pioggia ",2020,3,25,"Voghera",39006,1578
"2020-03-26","R000",0,"Thursday","Pavia","Pavia","N",2020,3,26,"Montebello",1525,1685
"2020-03-26","R001",0,"Thursday","Piacenza","Piacenza","pioggia ",2020,3,26,"Piacenza",283433,2213
"2020-03-26","R002",0,"Thursday","Piacenza","Piacenza","pioggia ",2020,3,26,"Piacenza",283433,2213
"2020-03-26","R003",0,"Thursday","Piacenza","Piacenza","pioggia ",2020,3,26,"Piacenza",283433,2213
"2020-03-26","R004",0,"Thursday","Pavia","Pavia","N",2020,3,26,"Stradella",11689,1685
"2020-03-26","R005",0,"Thursday","Pavia","Pavia","N",2020,3,26,"Voghera",39006,1685
"2020-03-27","R000",0,"Friday","Pavia","Pavia","N",2020,3,27,"Montebello",1525,1712
"2020-03-27","R001",0,"Friday","Piacenza","Piacenza","pioggia ",2020,3,27,"Piacenza",283433,2276
"2020-03-27","R002",0,"Friday","Piacenza","Piacenza","pioggia ",2020,3,27,"Piacenza",283433,2276
"2020-03-27","R003",0,"Friday","Piacenza","Piacenza","pioggia ",2020,3,27,"Piacenza",283433,2276
"2020-03-27","R004",0,"Friday","Pavia","Pavia","N",2020,3,27,"Stradella",11689,1712
"2020-03-27","R005",0,"Friday","Pavia","Pavia","N",2020,3,27,"Voghera",39006,1712
"2020-03-28","R000",0,"Saturday","Pavia","Pavia","N",2020,3,28,"Montebello",1525,1877
"2020-03-28","R001",0,"Saturday","Piacenza","Piacenza","N",2020,3,28,"Piacenza",283433,2390
"2020-03-28","R002",0,"Saturday","Piacenza","Piacenza","N",2020,3,28,"Piacenza",283433,2390
"2020-03-28","R003",0,"Saturday","Piacenza","Piacenza","N",2020,3,28,"Piacenza",283433,2390
"2020-03-28","R004",0,"Saturday","Pavia","Pavia","N",2020,3,28,"Stradella",11689,1877
"2020-03-28","R005",0,"Saturday","Pavia","Pavia","N",2020,3,28,"Voghera",39006,1877
"2020-03-29","R000",0,"Sunday","Pavia","Pavia","pioggia ",2020,3,29,"Montebello",1525,1974
"2020-03-29","R001",0,"Sunday","Piacenza","Piacenza","N",2020,3,29,"Piacenza",283433,2475
"2020-03-29","R002",0,"Sunday","Piacenza","Piacenza","N",2020,3,29,"Piacenza",283433,2475
"2020-03-29","R003",0,"Sunday","Piacenza","Piacenza","N",2020,3,29,"Piacenza",283433,2475
"2020-03-29","R004",0,"Sunday","Pavia","Pavia","pioggia ",2020,3,29,"Stradella",11689,1974
"2020-03-29","R005",0,"Sunday","Pavia","Pavia","pioggia ",2020,3,29,"Voghera",39006,1974
"2020-03-30","R000",0,"Monday","Pavia","Pavia","pioggia ",2020,3,30,"Montebello",1525,2036
"2020-03-30","R001",0,"Monday","Piacenza","Piacenza","pioggia ",2020,3,30,"Piacenza",283433,2516
"2020-03-30","R002",0,"Monday","Piacenza","Piacenza","pioggia ",2020,3,30,"Piacenza",283433,2516
"2020-03-30","R003",0,"Monday","Piacenza","Piacenza","pioggia ",2020,3,30,"Piacenza",283433,2516
"2020-03-30","R004",0,"Monday","Pavia","Pavia","pioggia ",2020,3,30,"Stradella",11689,2036
"2020-03-30","R005",0,"Monday","Pavia","Pavia","pioggia ",2020,3,30,"Voghera",39006,2036
"2020-03-31","R000",0,"Tuesday","Pavia","Pavia","pioggia ",2020,3,31,"Montebello",1525,2133
"2020-03-31","R001",0,"Tuesday","Piacenza","Piacenza","pioggia ",2020,3,31,"Piacenza",283433,2635
"2020-03-31","R002",0,"Tuesday","Piacenza","Piacenza","pioggia ",2020,3,31,"Piacenza",283433,2635
"2020-03-31","R003",0,"Tuesday","Piacenza","Piacenza","pioggia ",2020,3,31,"Piacenza",283433,2635
"2020-03-31","R004",0,"Tuesday","Pavia","Pavia","pioggia ",2020,3,31,"Stradella",11689,2133
"2020-03-31","R005",0,"Tuesday","Pavia","Pavia","pioggia ",2020,3,31,"Voghera",39006,2133
"2020-04-01","R000",4.13,"Wednesday","Pavia","Pavia","N",2020,4,1,"Montebello",1525,2180
"2020-04-01","R001",4.13,"Wednesday","Piacenza","Piacenza","N",2020,4,1,"Piacenza",283433,2716
"2020-04-01","R002",4.13,"Wednesday","Piacenza","Piacenza","N",2020,4,1,"Piacenza",283433,2716
"2020-04-01","R003",4.13,"Wednesday","Piacenza","Piacenza","N",2020,4,1,"Piacenza",283433,2716
"2020-04-01","R004",4.13,"Wednesday","Pavia","Pavia","N",2020,4,1,"Stradella",11689,2180
"2020-04-01","R005",4.13,"Wednesday","Pavia","Pavia","N",2020,4,1,"Voghera",39006,2180
"2020-04-02","R000",0,"Thursday","Pavia","Pavia","N",2020,4,2,"Montebello",1525,2285
"2020-04-02","R001",0,"Thursday","Piacenza","Piacenza","N",2020,4,2,"Piacenza",283433,2765
"2020-04-02","R002",0,"Thursday","Piacenza","Piacenza","N",2020,4,2,"Piacenza",283433,2765
"2020-04-02","R003",0,"Thursday","Piacenza","Piacenza","N",2020,4,2,"Piacenza",283433,2765
"2020-04-02","R004",0,"Thursday","Pavia","Pavia","N",2020,4,2,"Stradella",11689,2285
"2020-04-02","R005",0,"Thursday","Pavia","Pavia","N",2020,4,2,"Voghera",39006,2285
"2020-04-03","R000",0,"Friday","Pavia","Pavia","N",2020,4,3,"Montebello",1525,2331
"2020-04-03","R001",0,"Friday","Piacenza","Piacenza","N",2020,4,3,"Piacenza",283433,2811
"2020-04-03","R002",0,"Friday","Piacenza","Piacenza","N",2020,4,3,"Piacenza",283433,2811
"2020-04-03","R003",0,"Friday","Piacenza","Piacenza","N",2020,4,3,"Piacenza",283433,2811
"2020-04-03","R004",0,"Friday","Pavia","Pavia","N",2020,4,3,"Stradella",11689,2331
"2020-04-03","R005",0,"Friday","Pavia","Pavia","N",2020,4,3,"Voghera",39006,2331
"2020-04-04","R000",0,"Saturday","Pavia","Pavia","N",2020,4,4,"Montebello",1525,2499
"2020-04-04","R001",0,"Saturday","Piacenza","Piacenza","N",2020,4,4,"Piacenza",283433,2842
"2020-04-04","R002",0,"Saturday","Piacenza","Piacenza","N",2020,4,4,"Piacenza",283433,2842
"2020-04-04","R003",0,"Saturday","Piacenza","Piacenza","N",2020,4,4,"Piacenza",283433,2842
"2020-04-04","R004",0,"Saturday","Pavia","Pavia","N",2020,4,4,"Stradella",11689,2499
"2020-04-04","R005",0,"Saturday","Pavia","Pavia","N",2020,4,4,"Voghera",39006,2499
"2020-04-05","R000",0,"Sunday","Pavia","Pavia","N",2020,4,5,"Montebello",1525,2619
"2020-04-05","R001",0,"Sunday","Piacenza","Piacenza","N",2020,4,5,"Piacenza",283433,2892
"2020-04-05","R002",0,"Sunday","Piacenza","Piacenza","N",2020,4,5,"Piacenza",283433,2892
"2020-04-05","R003",0,"Sunday","Piacenza","Piacenza","N",2020,4,5,"Piacenza",283433,2892
"2020-04-05","R004",0,"Sunday","Pavia","Pavia","N",2020,4,5,"Stradella",11689,2619
"2020-04-05","R005",0,"Sunday","Pavia","Pavia","N",2020,4,5,"Voghera",39006,2619
"2020-04-06","R000",0,"Monday","Pavia","Pavia","N",2020,4,6,"Montebello",1525,2700
"2020-04-06","R001",0,"Monday","Piacenza","Piacenza","N",2020,4,6,"Piacenza",283433,2936
"2020-04-06","R002",0,"Monday","Piacenza","Piacenza","N",2020,4,6,"Piacenza",283433,2936
"2020-04-06","R003",0,"Monday","Piacenza","Piacenza","N",2020,4,6,"Piacenza",283433,2936
"2020-04-06","R004",0,"Monday","Pavia","Pavia","N",2020,4,6,"Stradella",11689,2700
"2020-04-06","R005",0,"Monday","Pavia","Pavia","N",2020,4,6,"Voghera",39006,2700
"2020-04-07","R000",0,"Tuesday","Pavia","Pavia","N",2020,4,7,"Montebello",1525,2735
"2020-04-07","R001",0,"Tuesday","Piacenza","Piacenza","N",2020,4,7,"Piacenza",283433,2953
"2020-04-07","R002",0,"Tuesday","Piacenza","Piacenza","N",2020,4,7,"Piacenza",283433,2953
"2020-04-07","R003",0,"Tuesday","Piacenza","Piacenza","N",2020,4,7,"Piacenza",283433,2953
"2020-04-07","R004",0,"Tuesday","Pavia","Pavia","N",2020,4,7,"Stradella",11689,2735
"2020-04-07","R005",0,"Tuesday","Pavia","Pavia","N",2020,4,7,"Voghera",39006,2735
"2020-04-08","R000",0,"Wednesday","Pavia","Pavia","N",2020,4,8,"Montebello",1525,2823
"2020-04-08","R001",0,"Wednesday","Piacenza","Piacenza","N",2020,4,8,"Piacenza",283433,2980
"2020-04-08","R002",0,"Wednesday","Piacenza","Piacenza","N",2020,4,8,"Piacenza",283433,2980
"2020-04-08","R003",0,"Wednesday","Piacenza","Piacenza","N",2020,4,8,"Piacenza",283433,2980
"2020-04-08","R004",0,"Wednesday","Pavia","Pavia","N",2020,4,8,"Stradella",11689,2823
"2020-04-08","R005",0,"Wednesday","Pavia","Pavia","N",2020,4,8,"Voghera",39006,2823
"2020-04-09","R000",0,"Thursday","Pavia","Pavia","N",2020,4,9,"Montebello",1525,2889
"2020-04-09","R001",0,"Thursday","Piacenza","Piacenza","N",2020,4,9,"Piacenza",283433,3020
"2020-04-09","R002",0,"Thursday","Piacenza","Piacenza","N",2020,4,9,"Piacenza",283433,3020
"2020-04-09","R003",0,"Thursday","Piacenza","Piacenza","N",2020,4,9,"Piacenza",283433,3020
"2020-04-09","R004",0,"Thursday","Pavia","Pavia","N",2020,4,9,"Stradella",11689,2889
"2020-04-09","R005",0,"Thursday","Pavia","Pavia","N",2020,4,9,"Voghera",39006,2889
"2020-04-10","R000",0,"Friday","Pavia","Pavia","N",2020,4,10,"Montebello",1525,2963
"2020-04-10","R001",0,"Friday","Piacenza","Piacenza","N",2020,4,10,"Piacenza",283433,3049
"2020-04-10","R002",0,"Friday","Piacenza","Piacenza","N",2020,4,10,"Piacenza",283433,3049
"2020-04-10","R003",0,"Friday","Piacenza","Piacenza","N",2020,4,10,"Piacenza",283433,3049
"2020-04-10","R004",0,"Friday","Pavia","Pavia","N",2020,4,10,"Stradella",11689,2963
"2020-04-10","R005",0,"Friday","Pavia","Pavia","N",2020,4,10,"Voghera",39006,2963
"2020-04-11","R000",0,"Saturday","Pavia","Pavia","N",2020,4,11,"Montebello",1525,3049
